System Time,RDTSC,Elapsed Time (sec),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package Power Limit_0(Watt),GT Frequency(MHz)
02:40:09:188,145876375809,22.464419, 2500,   4.517, 197.140,  54.761,   1.441,  85.959,  23.878, 57,0,47,  550
02:40:09:284,146115732425,22.560383, 3000,  12.967, 198.384,  55.107,   7.137,  86.644,  24.068, 61,0,47,  550
02:40:09:387,146372608748,22.663372, 2500,   9.818, 199.395,  55.388,   3.646,  87.020,  24.172, 58,0,47,  550
02:40:09:485,146616393620,22.761111, 3300,  13.680, 200.732,  55.759,   7.444,  87.747,  24.374, 59,0,47,  550
02:40:09:586,146869381457,22.862541, 2500,   6.215, 201.363,  55.934,   2.013,  87.952,  24.431, 58,0,47,  550
02:40:09:686,147117179182,22.961889, 1600,   3.612, 201.721,  56.034,   1.170,  88.068,  24.463, 57,0,47,  550
02:40:09:787,147369733191,23.063145, 2500,   1.904, 201.914,  56.087,   0.247,  88.093,  24.470, 57,0,47,  550
02:40:09:884,147612655900,23.160539, 1600,   4.857, 202.387,  56.219,   1.396,  88.229,  24.508, 56,0,47,  550
02:40:09:987,147867833113,23.262846,  800,   1.287, 202.519,  56.255,   0.059,  88.235,  24.510, 56,0,47,  550
02:40:10:085,148113618300,23.361388,  800,   3.289, 202.843,  56.345,   0.986,  88.332,  24.537, 56,0,47,  550
02:40:10:186,148365245063,23.462271, 1600,   2.400, 203.085,  56.413,   0.610,  88.394,  24.554, 56,0,47,  550
02:40:10:286,148614056538,23.562026,  800,   1.621, 203.247,  56.457,   0.157,  88.409,  24.558, 56,0,47,  550
02:40:10:488,149119233300,23.764565, 2700,   4.092, 204.076,  56.688,   1.591,  88.731,  24.648, 58,0,47,  550
02:40:10:481,149101981947,23.757648, 3100,   0.000, 204.076,  56.688,   0.000,  88.731,  24.648, 57,0,47,  550

Total Elapsed Time (sec) = 23.757648
Measured RDTSC Frequency (GHz) = 2.494226

Cumulative Processor Energy_0 (Joules) = 204.075562
Cumulative Processor Energy_0 (mWh) = 56.687656
Average Processor Power_0 (Watt) = 8.589889

Cumulative IA Energy_0 (Joules) = 88.731445
Cumulative IA Energy_0 (mWh) = 24.647624
Average IA Power_0 (Watt) = 3.734858
