System Time,RDTSC,Elapsed Time (sec),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package Power Limit_0(Watt),GT Frequency(MHz)
01:52:10:623,246339292199,48.486784, 3100,  10.727, 180.619,  50.172,   3.825,  59.414,  16.504, 57,0,47,  250
01:52:10:723,246587880882,48.586450, 3200,  21.409, 182.753,  50.765,  12.719,  60.682,  16.856, 60,0,47,  250
01:52:10:823,246838548727,48.686949, 2500,  19.335, 184.696,  51.304,  10.880,  61.776,  17.160, 57,0,47,  300
01:52:10:924,247090403364,48.787924, 2900,   7.781, 185.482,  51.523,   2.473,  62.025,  17.229, 56,0,47,  300
01:52:11:023,247336216154,48.886477, 3000,  19.135, 187.367,  52.047,  10.048,  63.016,  17.504, 58,0,47,  350
01:52:11:125,247591562982,48.988852, 3300,  20.430, 189.459,  52.628,  12.208,  64.265,  17.851, 58,0,47,  300
01:52:11:223,247836031673,49.086866, 2900,  17.440, 191.168,  53.102,   9.889,  65.235,  18.121, 58,0,47,  250
01:52:11:323,248085374760,49.186835, 3000,  17.814, 192.949,  53.597,   9.180,  66.152,  18.376, 59,0,47,  350
01:52:11:426,248340692183,49.289198, 3000,  18.489, 194.842,  54.123,   9.906,  67.166,  18.657, 59,0,47,  350
01:52:11:526,248590828955,49.389484, 2500,  16.118, 196.458,  54.572,   7.982,  67.967,  18.880, 60,0,47,  250
01:52:11:623,248832092785,49.486213, 2900,  19.027, 198.299,  55.083,   9.855,  68.920,  19.144, 59,0,47,  350
01:52:11:725,249086940050,49.588388, 2700,  15.493, 199.882,  55.523,   7.618,  69.698,  19.361, 59,0,47,  300
01:52:11:823,249331537630,49.686454, 2900,  20.295, 201.872,  56.076,  11.966,  70.872,  19.687, 64,0,47,  200
01:52:11:927,249590460491,49.790263, 2500,  16.934, 203.630,  56.564,   9.187,  71.826,  19.952, 59,0,47,  300
01:52:12:023,249830645000,49.886559, 2900,  18.446, 205.406,  57.057,   9.521,  72.742,  20.206, 60,0,47,  400
01:52:12:126,250086835667,49.989273, 2900,  21.250, 207.589,  57.664,  12.572,  74.034,  20.565, 60,0,47,  350
01:52:12:223,250329199391,50.086443, 3200,  24.187, 209.939,  58.316,  15.145,  75.505,  20.974, 60,0,47,  350
01:52:12:324,250582743735,50.188095, 2900,  21.374, 212.112,  58.920,  11.983,  76.723,  21.312, 59,0,47,  400
01:52:12:426,250835544218,50.289449, 2900,  21.486, 214.289,  59.525,  11.630,  77.902,  21.639, 60,0,47,  450
01:52:12:523,251078685639,50.386931, 3100,  18.884, 216.130,  60.036,  10.027,  78.880,  21.911, 59,0,47,  450
01:52:12:626,251334144751,50.489352, 3000,  24.024, 218.591,  60.720,  16.490,  80.568,  22.380, 63,0,47,  350
01:52:12:723,251576586509,50.586553, 2500,  18.813, 220.420,  61.228,  11.701,  81.706,  22.696, 60,0,47,  350
01:52:12:823,251825322268,50.686277, 3300,  17.764, 222.191,  61.720,  10.814,  82.784,  22.996, 61,0,47,  350
01:52:12:928,252087099263,50.791231, 3400,  14.756, 223.740,  62.150,   7.785,  83.601,  23.223, 59,0,47,  300
01:52:13:023,252326252435,50.887113, 3300,  15.004, 225.178,  62.550,   8.172,  84.385,  23.440, 62,0,47,  300
01:52:13:127,252584407346,50.990614, 2900,  18.783, 227.122,  63.090,  10.690,  85.491,  23.748, 59,0,47,  250
01:52:13:223,252824790694,51.086990, 2800,  23.828, 229.419,  63.727,  15.505,  86.986,  24.163, 62,0,47,  300
01:52:13:323,253073374191,51.186654, 2500,  13.430, 230.757,  64.099,   6.315,  87.615,  24.337, 58,0,47,  250
01:52:13:428,253334402000,51.291307,  800,   7.605, 231.553,  64.320,   3.060,  87.935,  24.426, 58,0,47,  200
01:52:13:524,253573367055,51.387114, 2500,  10.792, 232.587,  64.608,   4.855,  88.400,  24.556, 57,0,47,  250
01:52:13:623,253821462580,51.486582, 2700,  15.669, 234.146,  65.041,   8.294,  89.225,  24.785, 58,0,47,  300
01:52:13:726,254077744971,51.589333, 3300,  15.997, 235.790,  65.497,   8.932,  90.143,  25.040, 59,0,47,  300
01:52:13:823,254319378382,51.686210, 3200,  19.114, 237.641,  66.011,  11.788,  91.285,  25.357, 60,0,47,  200
01:52:13:926,254577878627,51.789849, 2500,   8.379, 238.510,  66.253,   2.629,  91.557,  25.433, 58,0,47,  300
01:52:14:023,254819247625,51.886621, 2900,  12.858, 239.754,  66.598,   6.495,  92.186,  25.607, 59,0,47,  200
01:52:14:127,255078652747,51.990623, 2700,  16.226, 241.441,  67.067,   8.666,  93.087,  25.858, 59,0,47,  250
01:52:14:223,255317448185,52.086362, 2900,  11.008, 242.495,  67.360,   4.053,  93.475,  25.965, 58,0,47,  350
01:52:14:326,255573957987,52.189203, 2500,  11.047, 243.631,  67.675,   3.584,  93.844,  26.068, 58,0,47,  500
01:52:14:425,255822891255,52.289007, 2500,   9.109, 244.541,  67.928,   1.254,  93.969,  26.103, 57,0,47,  600
01:52:14:527,256075087984,52.390120, 2500,  11.947, 245.748,  68.263,   2.148,  94.186,  26.163, 57,0,47,  750
01:52:14:625,256320990904,52.488709, 2700,  16.381, 247.363,  68.712,   4.108,  94.591,  26.275, 59,0,47,  850
01:52:14:725,256570796944,52.588863, 2600,  20.605, 249.427,  69.285,   7.785,  95.371,  26.492, 59,0,47,  900
01:52:14:823,256813719651,52.686257, 2700,  22.529, 251.621,  69.895,  10.570,  96.400,  26.778, 60,0,47,  900
01:52:14:925,257068032811,52.788217, 2500,   9.048, 252.544,  70.151,   3.192,  96.726,  26.868, 58,0,47,  750
01:52:15:024,257314780683,52.887145, 2500,   3.230, 252.863,  70.240,   0.663,  96.791,  26.887, 57,0,47,  700
01:52:15:123,257562012868,52.986267, 2500,   6.076, 253.466,  70.407,   2.201,  97.010,  26.947, 56,0,47,  600
01:52:15:225,257817549579,53.088718, 2500,  10.966, 254.589,  70.719,   4.989,  97.521,  27.089, 58,0,47,  600
01:52:15:328,258073334038,53.191269,  800,  11.623, 255.781,  71.050,   5.281,  98.062,  27.240, 57,0,47,  400
01:52:15:423,258310504419,53.286357, 2500,  10.112, 256.743,  71.317,   4.389,  98.480,  27.355, 59,0,47,  350
01:52:15:524,258562546265,53.387407, 2500,   9.303, 257.683,  71.579,   4.016,  98.885,  27.468, 58,0,47,  300
01:52:15:628,258821661263,53.491293,  800,   5.238, 258.227,  71.730,   1.955,  99.089,  27.525, 57,0,47,  250
01:52:15:723,259059738513,53.586744,  800,   1.559, 258.376,  71.771,   0.187,  99.106,  27.530, 56,0,47,  250
01:52:15:823,259308759459,53.686583, 2500,   2.566, 258.632,  71.842,   0.504,  99.157,  27.544, 56,0,47,  200
01:52:15:925,259563559098,53.788739, 2500,   5.680, 259.212,  72.003,   0.676,  99.226,  27.563, 56,0,47,  300
01:52:16:024,259809010701,53.887147, 2500,   3.693, 259.575,  72.104,   0.372,  99.262,  27.573, 55,0,47,  250
01:52:16:123,260056847243,53.986511, 2500,   9.181, 260.488,  72.358,   3.974,  99.657,  27.683, 56,0,47,  250
01:52:16:223,260307490947,54.087001, 2500,   8.771, 261.369,  72.602,   4.116, 100.071,  27.797, 58,0,47,  200
01:52:16:323,260556427519,54.186806, 2500,   8.605, 262.228,  72.841,   3.009, 100.371,  27.881, 57,0,47,  200
01:52:16:423,260805844157,54.286804, 2500,   8.949, 263.123,  73.090,   3.285, 100.700,  27.972, 57,0,47,  200
01:52:16:524,261056911447,54.387463, 2500,   6.959, 263.823,  73.284,   2.456, 100.947,  28.041, 57,0,47,  200
01:52:16:623,261304688725,54.486804, 2500,   6.909, 264.510,  73.475,   2.400, 101.185,  28.107, 57,0,47,  200
01:52:16:727,261564203813,54.590850, 2500,   8.763, 265.421,  73.728,   3.127, 101.511,  28.197, 57,0,47,  200
01:52:16:823,261803447339,54.686769, 3000,  10.156, 266.395,  73.999,   4.508, 101.943,  28.318, 58,0,47,  200
01:52:16:923,262052960380,54.786805, 2500,  10.428, 267.439,  74.289,   4.639, 102.407,  28.446, 57,0,47,  200
01:52:17:024,262303338863,54.887188,  800,   4.396, 267.880,  74.411,   1.435, 102.551,  28.486, 56,0,47,  200
01:52:17:125,262555670853,54.988355, 2500,   4.483, 268.333,  74.537,   1.085, 102.661,  28.517, 55,0,47,  200
01:52:17:223,262801531675,55.086927,  800,   3.808, 268.709,  74.641,   1.128, 102.772,  28.548, 55,0,47,  200
01:52:17:326,263057022400,55.189360,  800,   4.884, 269.209,  74.780,   1.609, 102.937,  28.594, 56,0,47,  200
01:52:17:428,263311173600,55.291256,  800,   0.903, 269.301,  74.806,   0.001, 102.937,  28.594, 54,0,47,  200
01:52:17:528,263560590775,55.391254,  800,   0.947, 269.396,  74.832,   0.003, 102.937,  28.594, 54,0,47,  200
01:52:17:623,263798913447,55.486804, 2500,   6.103, 269.979,  74.994,   2.127, 103.141,  28.650, 56,0,47,  200
01:52:17:725,264053349317,55.588814, 2500,   8.899, 270.887,  75.246,   3.384, 103.486,  28.746, 56,0,47,  200
01:52:17:823,264296586423,55.686334, 2500,   8.725, 271.738,  75.483,   3.030, 103.781,  28.828, 56,0,47,  200
01:52:17:923,264547230787,55.786824, 2500,  10.195, 272.762,  75.767,   3.875, 104.171,  28.936, 57,0,47,  200
01:52:18:023,264796722937,55.886852, 2500,   2.544, 273.016,  75.838,   0.439, 104.215,  28.948, 55,0,47,  200
01:52:18:123,265044833347,55.986326, 2600,  10.466, 274.058,  76.127,   4.270, 104.639,  29.066, 57,0,47,  250
01:52:18:227,265305039363,56.090649,  800,   3.951, 274.470,  76.242,   1.014, 104.745,  29.096, 56,0,47,  250
01:52:18:326,265551627413,56.189513,  800,   1.984, 274.666,  76.296,   0.309, 104.776,  29.104, 55,0,47,  200
01:52:18:427,265802592838,56.290131,  800,   0.905, 274.757,  76.321,   0.002, 104.776,  29.104, 54,0,47,  200
01:52:18:528,266054815763,56.391254,  800,   0.895, 274.847,  76.347,   0.002, 104.776,  29.104, 55,0,47,  200
01:52:18:627,266302617600,56.490604,  800,   1.578, 275.004,  76.390,   0.097, 104.786,  29.107, 55,0,47,  200
01:52:18:728,266553657663,56.591253,  800,   1.519, 275.157,  76.433,   0.212, 104.807,  29.113, 54,0,47,  200
01:52:18:828,266803094500,56.691258,  800,   1.146, 275.272,  76.464,   0.048, 104.812,  29.114, 55,0,47,  200
01:52:18:928,267052511913,56.791256,  800,   0.920, 275.364,  76.490,   0.003, 104.812,  29.114, 54,0,47,  200
01:52:19:024,267291794838,56.887191,  800,   0.944, 275.454,  76.515,   0.009, 104.813,  29.115, 53,0,47,  200
01:52:19:123,267540191225,56.986780,  800,   3.161, 275.769,  76.603,   0.449, 104.858,  29.127, 55,0,47,  200
01:52:19:225,267795284950,57.089054,  800,   1.543, 275.927,  76.646,   0.184, 104.877,  29.132, 54,0,47,  200
01:52:19:323,268039392071,57.186923, 2500,   4.125, 276.331,  76.759,   1.219, 104.996,  29.166, 55,0,47,  200
01:52:19:427,268298460094,57.290789, 2500,   6.326, 276.988,  76.941,   0.812, 105.080,  29.189, 55,0,47,  350
01:52:19:525,268543234703,57.388926, 2500,  11.415, 278.108,  77.252,   3.477, 105.421,  29.284, 55,0,47,  450
01:52:19:627,268797061678,57.490692, 2500,  10.257, 279.152,  77.542,   3.355, 105.763,  29.379, 55,0,47,  500
01:52:19:727,269046487331,57.590693, 2500,  18.874, 281.039,  78.066,  10.671, 106.830,  29.675, 59,0,47,  450
01:52:19:823,269286233412,57.686814, 2500,  10.738, 282.071,  78.353,   4.219, 107.236,  29.788, 58,0,47,  450
01:52:19:925,269539348707,57.788295, 2500,  12.360, 283.326,  78.702,   6.091, 107.854,  29.959, 58,0,47,  400
01:52:20:023,269785085877,57.886817, 2500,   9.136, 284.226,  78.952,   4.118, 108.260,  30.072, 57,0,47,  300
01:52:20:123,270034212281,57.986698, 2500,   8.407, 285.066,  79.185,   3.830, 108.642,  30.178, 57,0,47,  200
01:52:20:227,270292641476,58.090309, 2500,  11.005, 286.206,  79.502,   5.293, 109.190,  30.331, 58,0,47,  200
01:52:20:323,270533508728,58.186879, 2500,   4.824, 286.672,  79.631,   1.542, 109.339,  30.372, 56,0,47,  200
01:52:20:423,270783084350,58.286941,  800,   5.040, 287.176,  79.771,   1.502, 109.490,  30.414, 56,0,47,  200
01:52:20:523,271031050146,58.386357, 2900,  15.083, 288.675,  80.188,   9.275, 110.412,  30.670, 59,0,47,  200
01:52:20:623,271280574241,58.486398, 3100,  19.071, 290.583,  80.718,  10.709, 111.483,  30.968, 58,0,47,  300
01:52:20:726,271537020692,58.589214, 2900,  18.873, 292.524,  81.257,  11.029, 112.617,  31.283, 59,0,47,  200
01:52:20:823,271780582319,58.686864, 2800,  19.746, 294.452,  81.792,  11.254, 113.716,  31.588, 59,0,47,  300
01:52:20:923,272028475578,58.786251, 2500,  13.974, 295.841,  82.178,   6.734, 114.385,  31.774, 59,0,47,  300
01:52:21:023,272277716143,58.886178, 2900,  11.343, 296.974,  82.493,   5.566, 114.941,  31.928, 60,0,47,  200
01:52:21:123,272527451477,58.986303, 2500,  20.282, 299.005,  83.057,  12.089, 116.152,  32.264, 62,0,47,  250
01:52:21:223,272776648564,59.086213, 2500,  14.670, 300.471,  83.464,   8.358, 116.987,  32.496, 58,0,47,  200
01:52:21:325,273031136200,59.188243,  800,   5.865, 301.069,  83.630,   1.627, 117.153,  32.542, 57,0,47,  200
01:52:21:423,273276407845,59.286580, 2500,   9.618, 302.015,  83.893,   3.738, 117.520,  32.645, 58,0,47,  250
01:52:21:525,273531505061,59.388855, 2500,  13.196, 303.365,  84.268,   5.844, 118.118,  32.811, 57,0,47,  350
01:52:21:627,273786005025,59.490890, 2500,   7.115, 304.090,  84.470,   2.430, 118.366,  32.879, 56,0,47,  350
01:52:21:723,274025436296,59.586885, 2500,   9.664, 305.018,  84.727,   2.981, 118.652,  32.959, 57,0,47,  350
01:52:21:827,274283861289,59.690494, 2500,  10.350, 306.091,  85.025,   4.380, 119.106,  33.085, 57,0,47,  400
01:52:21:923,274522938344,59.786346, 2500,   9.765, 307.027,  85.285,   2.995, 119.393,  33.165, 57,0,47,  400
01:52:22:024,274774378358,59.887155, 2500,   4.944, 307.525,  85.424,   1.245, 119.519,  33.200, 56,0,47,  350
01:52:22:128,275034179075,59.991316, 2500,   4.309, 307.974,  85.548,   0.829, 119.605,  33.224, 56,0,47,  250
01:52:22:228,275283477275,60.091266,  800,   1.748, 308.148,  85.597,   0.289, 119.634,  33.232, 55,0,47,  250
01:52:22:323,275521205563,60.186578,  800,   1.189, 308.262,  85.628,   0.066, 119.640,  33.233, 54,0,47,  250
01:52:22:425,275776735225,60.289026,  800,   0.963, 308.360,  85.656,   0.001, 119.640,  33.233, 54,0,47,  250
01:52:22:523,276019368717,60.386304, 2500,   1.718, 308.528,  85.702,   0.301, 119.669,  33.242, 55,0,47,  250
01:52:22:625,276274374750,60.488543,  800,   1.346, 308.665,  85.740,   0.076, 119.677,  33.244, 55,0,47,  200
01:52:22:727,276529714025,60.590915,  800,   1.293, 308.798,  85.777,   0.104, 119.688,  33.247, 54,0,47,  200
01:52:22:826,276776963650,60.690044,  800,   1.076, 308.904,  85.807,   0.025, 119.690,  33.247, 55,0,47,  200
01:52:22:928,277029406075,60.791255,  800,   1.006, 309.006,  85.835,   0.017, 119.692,  33.248, 54,0,47,  200
01:52:23:026,277273852853,60.889260, 2500,   1.065, 309.111,  85.864,   0.075, 119.699,  33.250, 55,0,47,  200
01:52:23:123,277515890982,60.986299, 2500,   2.350, 309.339,  85.927,   0.425, 119.741,  33.261, 55,0,47,  200
01:52:23:228,277777704888,61.091267,  800,   2.833, 309.636,  86.010,   0.545, 119.798,  33.277, 55,0,47,  200
01:52:23:324,278018497213,61.187807,  800,   1.056, 309.738,  86.038,   0.016, 119.799,  33.278, 54,0,47,  200
01:52:23:423,278265538730,61.286853, 2500,   1.813, 309.917,  86.088,   0.279, 119.827,  33.285, 55,0,47,  200
01:52:23:525,278520573875,61.389103, 2500,   8.700, 310.807,  86.335,   2.353, 120.068,  33.352, 55,0,47,  300
01:52:23:623,278763502043,61.486499, 2500,  10.293, 311.810,  86.614,   2.993, 120.359,  33.433, 56,0,47,  450
01:52:23:723,279013834084,61.586864, 2500,   9.351, 312.748,  86.874,   2.286, 120.589,  33.497, 55,0,47,  550
01:52:23:827,279271609575,61.690213,  800,   4.223, 313.185,  86.996,   0.540, 120.644,  33.512, 55,0,47,  550
01:52:23:928,279523647463,61.791261,  800,   1.417, 313.328,  87.035,   0.130, 120.658,  33.516, 54,0,47,  550
01:52:24:024,279762915988,61.887190,  800,   1.068, 313.430,  87.064,   0.004, 120.658,  33.516, 55,0,47,  550
01:52:24:123,280010024976,61.986263, 2500,   3.333, 313.760,  87.156,   0.604, 120.718,  33.533, 55,0,47,  400
01:52:24:224,280261873768,62.087236, 2500,   1.802, 313.942,  87.206,   0.170, 120.735,  33.537, 55,0,47,  400
01:52:24:328,280521329563,62.191258,  800,   1.315, 314.079,  87.244,   0.099, 120.745,  33.540, 54,0,47,  400
01:52:24:425,280763002663,62.288151,  800,   1.259, 314.201,  87.278,   0.067, 120.752,  33.542, 56,0,47,  400
01:52:24:528,281020175500,62.391259,  800,   5.243, 314.742,  87.428,   1.601, 120.917,  33.588, 55,0,47,  400
01:52:24:628,281269604550,62.491261,  800,   1.655, 314.907,  87.474,   0.233, 120.940,  33.594, 55,0,47,  350
01:52:24:724,281510069163,62.587670,  800,   1.264, 315.029,  87.508,   0.104, 120.950,  33.597, 55,0,47,  350
01:52:24:826,281765499888,62.690079,  800,   1.105, 315.142,  87.540,   0.030, 120.953,  33.598, 55,0,47,  350
01:52:24:928,282017825913,62.791243,  800,   0.989, 315.242,  87.567,   0.009, 120.954,  33.598, 54,0,47,  350
01:52:25:024,282257140400,62.887190,  800,   0.906, 315.329,  87.591,   0.001, 120.954,  33.598, 54,0,47,  350
01:52:25:128,282516712975,62.991260,  800,   2.204, 315.559,  87.655,   0.379, 120.994,  33.609, 54,0,47,  200
01:52:25:228,282766137825,63.091261,  800,   1.725, 315.731,  87.703,   0.184, 121.012,  33.614, 54,0,47,  200
01:52:25:328,283015553438,63.191258,  800,   1.015, 315.833,  87.731,   0.015, 121.013,  33.615, 54,0,47,  200
01:52:25:428,283265068875,63.291295,  800,   0.988, 315.931,  87.759,   0.001, 121.014,  33.615, 54,0,47,  200
01:52:25:523,283502667013,63.386554,  800,   0.946, 316.022,  87.784,   0.003, 121.014,  33.615, 54,0,47,  200
01:52:25:628,283763809888,63.491253,  800,   1.100, 316.137,  87.816,   0.045, 121.019,  33.616, 54,0,47,  200
01:52:25:728,284013266575,63.591267,  800,   1.161, 316.253,  87.848,   0.098, 121.028,  33.619, 54,0,47,  200
01:52:25:824,284253339750,63.687519,  800,   0.994, 316.349,  87.875,   0.014, 121.030,  33.619, 54,0,47,  200
01:52:25:927,284511186913,63.790896,  800,   0.994, 316.451,  87.903,   0.018, 121.032,  33.620, 54,0,47,  200
01:52:26:024,284751361388,63.887189,  800,   4.056, 316.842,  88.012,   1.204, 121.148,  33.652, 55,0,47,  200
01:52:26:127,285010193344,63.990961, 2500,   3.300, 317.184,  88.107,   0.832, 121.234,  33.676, 53,0,47,  200
01:52:26:228,285260356800,64.091258,  800,   1.949, 317.380,  88.161,   0.205, 121.255,  33.682, 54,0,47,  200
01:52:26:328,285509827063,64.191277,  800,   0.946, 317.474,  88.187,   0.003, 121.255,  33.682, 54,0,47,  200
01:52:26:428,285759188638,64.291253,  800,   0.921, 317.567,  88.213,   0.011, 121.256,  33.682, 54,0,47,  200
01:52:26:528,286008586638,64.391243,  800,   1.900, 317.756,  88.266,   0.360, 121.292,  33.692, 54,0,47,  200
01:52:26:624,286248499403,64.487431, 2500,   3.730, 318.115,  88.365,   1.081, 121.396,  33.721, 55,0,47,  200
01:52:26:726,286503690613,64.589743,  800,   1.207, 318.239,  88.400,   0.098, 121.406,  33.724, 54,0,47,  200
01:52:26:823,286745906019,64.686854, 2500,   3.021, 318.532,  88.481,   0.809, 121.484,  33.746, 54,0,47,  200
01:52:26:923,286995420675,64.786891,  800,   3.582, 318.891,  88.581,   0.995, 121.584,  33.773, 54,0,47,  200
01:52:27:024,287245591688,64.887191,  800,   2.700, 319.161,  88.656,   0.989, 121.683,  33.801, 54,0,47,  200
01:52:27:124,287496427047,64.987758, 2500,   4.785, 319.643,  88.790,   1.471, 121.831,  33.842, 56,0,47,  200
01:52:27:228,287754616163,65.091272,  800,   3.622, 320.018,  88.894,   0.936, 121.928,  33.869, 54,0,47,  200
01:52:27:323,287993021035,65.186855, 2500,   5.481, 320.541,  89.039,   1.437, 122.065,  33.907, 55,0,47,  250
01:52:27:423,288242364009,65.286823, 2500,   9.324, 321.474,  89.298,   2.377, 122.303,  33.973, 54,0,47,  350
01:52:27:527,288501690462,65.390794, 2500,  10.271, 322.541,  89.595,   2.735, 122.587,  34.052, 56,0,47,  500
01:52:27:623,288740199859,65.486419, 2500,   7.160, 323.226,  89.785,   1.035, 122.686,  34.079, 55,0,47,  500
01:52:27:725,288993975775,65.588164,  800,   2.127, 323.442,  89.845,   0.261, 122.713,  34.087, 54,0,47,  550
01:52:27:827,289249942463,65.690788,  800,   1.090, 323.554,  89.876,   0.059, 122.719,  34.089, 54,0,47,  550
01:52:27:923,289489492745,65.786830, 2500,   5.085, 324.043,  90.012,   1.611, 122.874,  34.132, 55,0,47,  550
01:52:28:023,289738286067,65.886578, 2500,   8.831, 324.924,  90.257,   3.073, 123.180,  34.217, 55,0,47,  400
01:52:28:125,289993372271,65.988848, 2500,  10.392, 325.986,  90.552,   4.344, 123.624,  34.340, 56,0,47,  250
01:52:28:223,290237745721,66.086824, 2500,   9.718, 326.938,  90.816,   3.614, 123.978,  34.438, 57,0,47,  200
01:52:28:325,290492124139,66.188811, 2500,   2.817, 327.226,  90.896,   0.767, 124.057,  34.460, 56,0,47,  200
01:52:28:428,290747721738,66.291287,  800,   5.732, 327.813,  91.059,   1.575, 124.218,  34.505, 55,0,47,  200
01:52:28:525,290990978005,66.388815, 2500,   3.889, 328.192,  91.165,   1.128, 124.328,  34.536, 55,0,47,  200
01:52:28:623,291234846821,66.486588, 2500,   4.128, 328.596,  91.277,   1.213, 124.447,  34.568, 55,0,47,  200
01:52:28:728,291495947663,66.591270,  800,   2.038, 328.809,  91.336,   0.603, 124.510,  34.586, 55,0,47,  200
01:52:28:824,291735719488,66.687401,  800,   0.976, 328.903,  91.362,   0.012, 124.511,  34.586, 54,0,47,  200
01:52:28:928,291994770700,66.791261,  800,   1.067, 329.014,  91.393,   0.017, 124.513,  34.587, 54,0,47,  200
01:52:29:024,292234040625,66.887191,  800,   0.977, 329.108,  91.419,   0.001, 124.513,  34.587, 54,0,47,  200
01:52:29:123,292482624787,66.986855, 2500,   2.645, 329.371,  91.492,   0.505, 124.563,  34.601, 54,0,47,  200
01:52:29:223,292731554725,67.086657,  800,   2.077, 329.578,  91.550,   0.222, 124.585,  34.607, 54,0,47,  200
01:52:29:325,292986140138,67.188727,  800,   2.919, 329.876,  91.632,   0.864, 124.673,  34.632, 53,0,47,  200
01:52:29:428,293241526325,67.291118,  800,   1.019, 329.981,  91.661,   0.014, 124.675,  34.632, 53,0,47,  200
01:52:29:528,293491309113,67.391263,  800,   2.011, 330.182,  91.717,   0.555, 124.730,  34.647, 54,0,47,  200
01:52:29:626,293736146050,67.489424,  800,   1.267, 330.306,  91.752,   0.060, 124.736,  34.649, 54,0,47,  200
01:52:29:728,293990133775,67.591255,  800,   1.209, 330.430,  91.786,   0.099, 124.746,  34.652, 54,0,47,  200
01:52:29:828,294239560663,67.691256,  800,   1.095, 330.539,  91.816,   0.025, 124.749,  34.652, 53,0,47,  200
01:52:29:923,294477921769,67.786822, 2500,   2.056, 330.736,  91.871,   0.430, 124.790,  34.664, 54,0,47,  200
01:52:30:023,294727300137,67.886804, 2500,   8.207, 331.556,  92.099,   2.685, 125.058,  34.738, 57,0,47,  200
01:52:30:126,294984265533,67.989828, 2500,   9.759, 332.561,  92.378,   4.028, 125.473,  34.854, 55,0,47,  200
01:52:30:223,295226124977,68.086796, 2500,   8.538, 333.389,  92.608,   3.164, 125.780,  34.939, 56,0,47,  200
01:52:30:323,295475595311,68.186815, 2500,   7.469, 334.136,  92.816,   2.673, 126.048,  35.013, 58,0,47,  200
01:52:30:423,295725025673,68.286818, 2500,   8.777, 335.014,  93.059,   3.092, 126.357,  35.099, 56,0,47,  200
01:52:30:528,295985527563,68.391260,  800,   6.688, 335.713,  93.254,   2.151, 126.581,  35.162, 55,0,47,  200
01:52:30:624,296226588043,68.487908, 2500,   5.329, 336.228,  93.397,   1.653, 126.741,  35.206, 55,0,47,  200
01:52:30:723,296473521025,68.586910, 2500,   5.835, 336.805,  93.557,   2.046, 126.944,  35.262, 54,0,47,  200
01:52:30:823,296723268203,68.687040, 2500,   7.839, 337.590,  93.775,   2.853, 127.229,  35.341, 55,0,47,  200
01:52:30:925,296975376400,68.788116,  800,   6.313, 338.228,  93.952,   2.048, 127.436,  35.399, 55,0,47,  200
01:52:31:024,297222496175,68.887193,  800,   4.355, 338.660,  94.072,   1.353, 127.570,  35.436, 54,0,47,  200
01:52:31:123,297470723706,68.986714, 2500,   5.737, 339.231,  94.231,   1.977, 127.767,  35.491, 55,0,47,  200
01:52:31:223,297720407407,69.086819, 2500,   8.705, 340.102,  94.473,   3.567, 128.124,  35.590, 56,0,47,  200
01:52:31:323,297969840077,69.186815, 2500,   8.849, 340.987,  94.719,   3.086, 128.433,  35.676, 56,0,47,  200
01:52:31:423,298219279695,69.286830, 2500,   8.609, 341.848,  94.958,   2.896, 128.722,  35.756, 57,0,47,  200
01:52:31:523,298468657047,69.386812, 2500,   8.706, 342.719,  95.200,   3.166, 129.039,  35.844, 57,0,47,  200
01:52:31:628,298729268138,69.491298,  800,   5.506, 343.294,  95.359,   1.831, 129.230,  35.897, 56,0,47,  200
01:52:31:728,298978579925,69.591253,  800,   1.834, 343.477,  95.410,   0.225, 129.253,  35.904, 55,0,47,  200
01:52:31:828,299228029200,69.691264,  800,   5.482, 344.025,  95.563,   1.674, 129.420,  35.950, 54,0,47,  200
01:52:31:923,299465447615,69.786451, 2500,   3.290, 344.339,  95.650,   0.869, 129.503,  35.973, 56,0,47,  200
01:52:32:023,299715852585,69.886845, 2500,   9.527, 345.295,  95.915,   4.023, 129.907,  36.085, 56,0,47,  200
01:52:32:126,299971569693,69.989369, 2500,  11.993, 346.525,  96.257,   5.838, 130.505,  36.252, 58,0,47,  200
01:52:32:223,300213729270,70.086457, 2900,   9.887, 347.485,  96.523,   4.577, 130.950,  36.375, 56,0,47,  200
01:52:32:323,300463968648,70.186785, 2500,   6.750, 348.162,  96.712,   2.393, 131.190,  36.442, 56,0,47,  200
01:52:32:426,300720419307,70.289602, 3200,  22.297, 350.454,  97.348,  13.763, 132.605,  36.835, 59,0,47,  250
01:52:32:527,300972960767,70.390853, 2500,  12.379, 351.708,  97.697,   6.363, 133.249,  37.014, 57,0,47,  200
01:52:32:623,301210782883,70.486202, 2900,  12.484, 352.898,  98.027,   6.710, 133.889,  37.191, 59,0,47,  200
01:52:32:724,301463411394,70.587487, 2500,  15.210, 354.439,  98.455,   8.113, 134.711,  37.420, 58,0,47,  250
01:52:32:823,301709716091,70.686238, 2900,  11.900, 355.614,  98.782,   6.000, 135.303,  37.584, 58,0,47,  200
01:52:32:925,301964782939,70.788500, 3000,  16.515, 357.303,  99.251,   9.658, 136.291,  37.859, 61,0,47,  200
