System Time,RDTSC,Elapsed Time (sec),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package Power Limit_0(Watt),GT Frequency(MHz)
01:58:24:123,1177932958252,115.909360, 2500,  11.585, 786.420, 218.450,   4.804, 317.377,  88.160, 55,0,47,  200
01:58:24:225,1178186506994,116.011014, 2500,   9.245, 787.360, 218.711,   4.281, 317.813,  88.281, 55,0,47,  200
01:58:24:325,1178434436175,116.110415,  800,   7.858, 788.141, 218.928,   2.658, 318.077,  88.355, 54,0,47,  250
01:58:24:427,1178689711359,116.212762, 2500,   1.194, 788.263, 218.962,   0.037, 318.081,  88.356, 54,0,47,  250
01:58:24:524,1178930765863,116.309407,  800,   1.946, 788.451, 219.014,   0.156, 318.096,  88.360, 54,0,47,  200
01:58:24:623,1179180028499,116.409343, 2500,   9.826, 789.433, 219.287,   3.302, 318.426,  88.452, 56,0,47,  300
01:58:24:723,1179429493803,116.509360, 2500,   8.072, 790.241, 219.511,   2.371, 318.663,  88.517, 56,0,47,  350
01:58:24:824,1179679931304,116.609767, 2500,   4.490, 790.692, 219.637,   1.331, 318.796,  88.555, 54,0,47,  350
01:58:24:925,1179932797138,116.711148,  800,   3.668, 791.063, 219.740,   0.940, 318.892,  88.581, 54,0,47,  350
01:58:25:023,1180177740634,116.809352, 2500,   3.680, 791.425, 219.840,   0.840, 318.974,  88.604, 53,0,47,  350
01:58:25:126,1180433622677,116.911942, 2700,  10.620, 792.514, 220.143,   3.994, 319.384,  88.718, 56,0,47,  200
01:58:25:228,1180687040475,117.013543,  800,   4.570, 792.979, 220.272,   0.842, 319.470,  88.742, 54,0,47,  200
01:58:25:323,1180926060127,117.109373, 2500,   4.963, 793.454, 220.404,   1.423, 319.606,  88.779, 55,0,47,  200
01:58:25:423,1181175367597,117.209327, 2500,  11.706, 794.624, 220.729,   4.288, 320.034,  88.898, 56,0,47,  250
01:58:25:526,1181430520166,117.311624, 2500,   8.633, 795.508, 220.974,   2.165, 320.256,  88.960, 54,0,47,  350
01:58:25:623,1181673110839,117.408885, 2500,   3.867, 795.884, 221.079,   0.355, 320.290,  88.970, 54,0,47,  400
01:58:25:728,1181934147675,117.513541,  800,   1.543, 796.045, 221.124,   0.147, 320.306,  88.974, 53,0,47,  350
01:58:25:825,1182177548736,117.611127, 2500,   1.209, 796.163, 221.156,   0.038, 320.310,  88.975, 53,0,47,  350
01:58:25:928,1182432986250,117.713539,  800,   1.277, 796.294, 221.193,   0.060, 320.316,  88.977, 54,0,47,  350
01:58:26:024,1182672254500,117.809468,  800,   1.161, 796.405, 221.224,   0.030, 320.319,  88.977, 54,0,47,  350
01:58:26:124,1182923662763,117.910264,  800,   4.111, 796.820, 221.339,   0.883, 320.408,  89.002, 53,0,47,  200
01:58:26:224,1183173226250,118.010320,  800,   1.338, 796.953, 221.376,   0.124, 320.420,  89.006, 54,0,47,  200
01:58:26:327,1183428049025,118.112486,  800,   0.987, 797.054, 221.404,   0.006, 320.421,  89.006, 53,0,47,  200
01:58:26:424,1183670435263,118.209665,  800,   1.408, 797.191, 221.442,   0.141, 320.434,  89.010, 53,0,47,  200
01:58:26:526,1183924700538,118.311606,  800,   5.295, 797.731, 221.592,   0.543, 320.490,  89.025, 54,0,47,  300
01:58:26:628,1184178927988,118.413533,  800,   1.592, 797.893, 221.637,   0.082, 320.498,  89.027, 54,0,47,  200
01:58:26:726,1184423933513,118.511762,  800,   1.378, 798.028, 221.675,   0.136, 320.511,  89.031, 53,0,47,  200
01:58:26:826,1184674061613,118.612045,  800,   3.234, 798.353, 221.765,   0.442, 320.556,  89.043, 53,0,47,  250
01:58:26:928,1184927230788,118.713547,  800,   4.412, 798.801, 221.889,   0.318, 320.588,  89.052, 54,0,47,  300
01:58:27:024,1185166476763,118.809467,  800,   1.203, 798.916, 221.921,   0.026, 320.591,  89.053, 54,0,47,  300
01:58:27:123,1185413946363,118.908684,  800,   4.249, 799.338, 222.038,   0.930, 320.683,  89.079, 54,0,47,  200
01:58:27:226,1185671314350,119.011869,  800,   2.925, 799.639, 222.122,   0.435, 320.728,  89.091, 54,0,47,  200
01:58:27:325,1185917049213,119.110391,  800,   5.637, 800.195, 222.276,   0.655, 320.792,  89.109, 53,0,47,  300
01:58:27:428,1186174312813,119.213535,  800,   1.333, 800.332, 222.314,   0.018, 320.794,  89.109, 53,0,47,  300
01:58:27:524,1186413810911,119.309556, 2900,   3.946, 800.711, 222.420,   1.928, 320.979,  89.161, 55,0,47,  250
01:58:27:625,1186666888463,119.411021, 2500,   8.412, 801.565, 222.657,   4.066, 321.392,  89.275, 54,0,47,  200
01:58:27:725,1186915991907,119.510893, 2500,   3.592, 801.923, 222.756,   0.801, 321.472,  89.298, 54,0,47,  200
01:58:27:827,1187169594921,119.612570, 2500,   2.420, 802.169, 222.825,   0.264, 321.499,  89.305, 54,0,47,  200
01:58:27:926,1187416975888,119.711751,  800,   1.246, 802.293, 222.859,   0.016, 321.500,  89.306, 52,0,47,  200
01:58:28:024,1187660681500,119.809459,  800,   1.098, 802.400, 222.889,   0.022, 321.502,  89.306, 53,0,47,  200
01:58:28:125,1187912784588,119.910534,  800,   4.167, 802.821, 223.006,   0.914, 321.595,  89.332, 53,0,47,  200
01:58:28:223,1188159225555,120.009338, 2500,   7.985, 803.610, 223.225,   2.836, 321.875,  89.410, 55,0,47,  200
01:58:28:323,1188408624663,120.109329, 2500,   9.274, 804.538, 223.483,   3.372, 322.212,  89.503, 56,0,47,  200
01:58:28:423,1188655898066,120.208467, 2500,   7.156, 805.247, 223.680,   2.529, 322.463,  89.573, 54,0,47,  200
01:58:28:523,1188907025443,120.309151, 2500,   3.835, 805.633, 223.787,   0.921, 322.555,  89.599, 54,0,47,  200
01:58:28:624,1189158404003,120.409935, 2500,   2.720, 805.907, 223.863,   0.345, 322.590,  89.608, 54,0,47,  200
01:58:28:724,1189407203563,120.509685,  800,   2.660, 806.173, 223.937,   0.363, 322.626,  89.618, 54,0,47,  200
01:58:28:828,1189666222950,120.613533,  800,   1.150, 806.292, 223.970,   0.017, 322.628,  89.619, 53,0,47,  200
01:58:28:926,1189910733588,120.711564,  800,   0.942, 806.385, 223.996,   0.006, 322.629,  89.619, 52,0,47,  200
01:58:29:023,1190154617639,120.809343, 2500,   7.144, 807.083, 224.190,   2.206, 322.845,  89.679, 55,0,47,  200
01:58:29:123,1190404074281,120.909357, 2500,  11.421, 808.225, 224.507,   4.614, 323.306,  89.807, 55,0,47,  200
01:58:29:228,1190663930800,121.013540,  800,   3.584, 808.599, 224.611,   1.096, 323.420,  89.839, 55,0,47,  200
01:58:29:323,1190902855563,121.109331, 2500,  10.460, 809.601, 224.889,   4.837, 323.883,  89.968, 55,0,47,  200
01:58:29:423,1191151506867,121.209022, 2500,   9.440, 810.542, 225.151,   3.132, 324.196,  90.054, 55,0,47,  200
01:58:29:527,1191409402923,121.312420, 2500,   7.817, 811.350, 225.375,   2.185, 324.422,  90.117, 55,0,47,  350
01:58:29:626,1191658399751,121.412249, 2500,   3.871, 811.737, 225.482,   0.921, 324.514,  90.143, 54,0,47,  250
01:58:29:726,1191906969157,121.511907, 2500,   2.689, 812.005, 225.557,   0.374, 324.551,  90.153, 53,0,47,  200
01:58:29:823,1192150004703,121.609346, 2500,   4.435, 812.437, 225.677,   1.329, 324.680,  90.189, 55,0,47,  200
01:58:29:923,1192399358005,121.709318, 2500,   9.215, 813.358, 225.933,   3.312, 325.011,  90.281, 54,0,47,  200
01:58:30:025,1192652443915,121.810787, 2500,  11.019, 814.476, 226.243,   4.258, 325.443,  90.401, 55,0,47,  200
01:58:30:126,1192904587883,121.911878, 2500,   9.462, 815.432, 226.509,   3.555, 325.803,  90.501, 56,0,47,  200
01:58:30:223,1193147695698,122.009347, 2500,   9.657, 816.374, 226.770,   3.815, 326.175,  90.604, 56,0,47,  200
01:58:30:324,1193398345529,122.109839, 2500,   7.248, 817.102, 226.973,   2.341, 326.410,  90.669, 54,0,47,  200
01:58:30:423,1193646525511,122.209341, 2500,   4.275, 817.527, 227.091,   1.210, 326.530,  90.703, 55,0,47,  200
01:58:30:523,1193893843530,122.308497, 2500,   9.167, 818.436, 227.343,   3.394, 326.867,  90.796, 55,0,47,  200
01:58:30:623,1194145360337,122.409337, 2500,   8.322, 819.276, 227.577,   2.908, 327.160,  90.878, 55,0,47,  200
01:58:30:724,1194397151879,122.510286, 2500,   9.494, 820.234, 227.843,   4.341, 327.598,  91.000, 56,0,47,  200
01:58:30:828,1194654502592,122.613465, 2500,   3.030, 820.547, 227.930,   0.580, 327.658,  91.016, 54,0,47,  200
01:58:30:923,1194893671443,122.709354, 2500,   5.750, 821.098, 228.083,   1.746, 327.826,  91.063, 54,0,47,  200
01:58:31:023,1195143130406,122.809369, 2500,   4.885, 821.587, 228.219,   1.156, 327.941,  91.095, 55,0,47,  200
01:58:31:126,1195398007988,122.911556,  800,  13.952, 823.012, 228.615,   7.650, 328.723,  91.312, 55,0,47,  250
01:58:31:223,1195639952831,123.008558, 2500,  10.613, 824.042, 228.901,   3.643, 329.076,  91.410, 56,0,47,  350
01:58:31:323,1195891381846,123.109362, 2500,   5.087, 824.555, 229.043,   1.432, 329.221,  91.450, 54,0,47,  300
01:58:31:423,1196140648631,123.209300, 2500,   3.761, 824.931, 229.147,   0.635, 329.284,  91.468, 54,0,47,  300
01:58:31:524,1196390675799,123.309542, 2500,   2.447, 825.176, 229.216,   0.346, 329.319,  91.477, 54,0,47,  300
01:58:31:624,1196641465179,123.410090, 2500,   1.411, 825.318, 229.255,   0.176, 329.337,  91.482, 54,0,47,  250
01:58:31:723,1196887543750,123.508750,  800,   1.286, 825.445, 229.290,   0.116, 329.348,  91.486, 54,0,47,  250
01:58:31:825,1197141668425,123.610635, 2500,   3.255, 825.776, 229.382,   1.000, 329.450,  91.514, 55,0,47,  250
01:58:31:924,1197390136175,123.710252,  800,   3.688, 826.144, 229.484,   1.315, 329.581,  91.550, 53,0,47,  200
01:58:32:024,1197637614888,123.809473,  800,   2.969, 826.438, 229.566,   0.889, 329.669,  91.575, 53,0,47,  200
01:58:32:125,1197890975007,123.911052, 2500,   6.232, 827.071, 229.742,   1.686, 329.841,  91.622, 55,0,47,  200
01:58:32:228,1198146584913,124.013532,  800,   2.422, 827.319, 229.811,   0.481, 329.890,  91.636, 53,0,47,  200
01:58:32:326,1198392925088,124.112296,  800,   1.132, 827.431, 229.842,   0.040, 329.894,  91.637, 53,0,47,  200
01:58:32:428,1198645429100,124.213532,  800,   1.098, 827.542, 229.873,   0.046, 329.898,  91.638, 53,0,47,  200
01:58:32:526,1198891495351,124.312186, 2500,   2.118, 827.751, 229.931,   0.205, 329.919,  91.644, 53,0,47,  200
01:58:32:624,1199135629200,124.410066,  800,   1.665, 827.914, 229.976,   0.165, 329.935,  91.649, 53,0,47,  200
01:58:32:725,1199387561675,124.511072,  800,   1.771, 828.093, 230.026,   0.190, 329.954,  91.654, 53,0,47,  200
01:58:32:824,1199633156788,124.609538,  800,   1.400, 828.231, 230.064,   0.071, 329.961,  91.656, 52,0,47,  200
01:58:32:841,1199676709314,124.626999, 2500,   6.764, 828.349, 230.097,   4.167, 330.034,  91.676, 54,0,47,  200

Total Elapsed Time (sec) = 124.626999
Measured RDTSC Frequency (GHz) = 2.494225

Cumulative Processor Energy_0 (Joules) = 828.349243
Cumulative Processor Energy_0 (mWh) = 230.097012
Average Processor Power_0 (Watt) = 6.646628

Cumulative IA Energy_0 (Joules) = 330.033630
Cumulative IA Energy_0 (mWh) = 91.676008
Average IA Power_0 (Watt) = 2.648171
