System Time,RDTSC,Elapsed Time (sec),CPU Frequency_0(MHz),Processor Power_0(Watt),Cumulative Processor Energy_0(Joules),Cumulative Processor Energy_0(mWh),IA Power_0(Watt),Cumulative IA Energy_0(Joules),Cumulative IA Energy_0(mWh),Package Temperature_0(C),Package Hot_0,Package Power Limit_0(Watt),GT Frequency(MHz)
01:58:02:128,1123070442075,93.913540,  800,   6.627, 635.440, 176.511,   1.964, 258.480,  71.800, 53,0,47,  200
01:58:02:228,1123319575138,94.013424,  800,   2.747, 635.715, 176.587,   0.469, 258.526,  71.813, 54,0,47,  200
01:58:02:328,1123569301175,94.113546,  800,   3.515, 636.067, 176.685,   0.788, 258.605,  71.835, 53,0,47,  200
01:58:02:423,1123807066608,94.208872, 2500,   2.889, 636.342, 176.762,   0.837, 258.685,  71.857, 54,0,47,  200
01:58:02:525,1124060481163,94.310473,  800,   2.246, 636.570, 176.825,   0.213, 258.707,  71.863, 53,0,47,  200
01:58:02:624,1124308619625,94.409958,  800,   3.940, 636.962, 176.934,   0.945, 258.801,  71.889, 53,0,47,  200
01:58:02:725,1124561564238,94.511370,  800,   3.660, 637.333, 177.037,   0.851, 258.887,  71.913, 53,0,47,  200
01:58:02:828,1124816413350,94.613546,  800,   3.131, 637.653, 177.126,   0.508, 258.939,  71.928, 53,0,47,  200
01:58:02:926,1125061463338,94.711793,  800,   1.275, 637.779, 177.161,   0.037, 258.943,  71.929, 53,0,47,  200
01:58:03:027,1125313767885,94.812948, 2500,   9.407, 638.730, 177.425,   4.426, 259.390,  72.053, 54,0,47,  200
01:58:03:124,1125555961049,94.910050, 2500,   6.075, 639.320, 177.589,   1.302, 259.517,  72.088, 54,0,47,  250
01:58:03:226,1125811062531,95.012327, 2500,  19.301, 641.294, 178.137,  11.028, 260.645,  72.401, 56,0,47,  300
01:58:03:328,1126063506588,95.113538,  800,   4.543, 641.754, 178.265,   0.524, 260.698,  72.416, 54,0,47,  350
01:58:03:423,1126301174855,95.208826, 2500,   2.020, 641.946, 178.318,   0.154, 260.712,  72.420, 53,0,47,  200
01:58:03:523,1126550457339,95.308770, 2500,   2.009, 642.147, 178.374,   0.127, 260.725,  72.424, 53,0,47,  200
01:58:03:623,1126799570384,95.408645, 2500,  12.081, 643.354, 178.709,   6.021, 261.327,  72.591, 56,0,47,  200
01:58:03:723,1127048826599,95.508579, 2500,  19.130, 645.266, 179.240,  11.386, 262.464,  72.907, 57,0,47,  250
01:58:03:823,1127298685889,95.608754, 3000,  19.632, 647.232, 179.787,  11.714, 263.638,  73.233, 58,0,47,  250
01:58:03:923,1127549425395,95.709282, 2500,  10.497, 648.287, 180.080,   4.279, 264.068,  73.352, 55,0,47,  250
01:58:04:024,1127799138527,95.809399, 2500,   3.166, 648.604, 180.168,   0.616, 264.130,  73.369, 54,0,47,  200
01:58:04:124,1128050927463,95.910347, 2500,   9.921, 649.606, 180.446,   4.321, 264.566,  73.491, 56,0,47,  200
01:58:04:223,1128295800727,96.008523, 2500,   9.747, 650.563, 180.712,   3.793, 264.938,  73.594, 55,0,47,  200
01:58:04:326,1128552519177,96.111449, 2500,   5.712, 651.151, 180.875,   1.841, 265.128,  73.647, 55,0,47,  200
01:58:04:423,1128796007618,96.209069, 2500,   5.194, 651.658, 181.016,   1.492, 265.273,  73.687, 53,0,47,  200
01:58:04:525,1129050618425,96.311149,  800,   6.554, 652.327, 181.202,   2.300, 265.508,  73.752, 55,0,47,  200
01:58:04:628,1129306085288,96.413573,  800,   1.665, 652.497, 181.249,   0.156, 265.524,  73.757, 54,0,47,  200
01:58:04:726,1129552322525,96.512296,  800,   1.288, 652.625, 181.285,   0.112, 265.535,  73.760, 54,0,47,  200
01:58:04:823,1129794328429,96.609322, 2500,   5.796, 653.187, 181.441,   1.883, 265.718,  73.811, 55,0,47,  200
01:58:04:923,1130043719489,96.709310, 2500,   8.766, 654.063, 181.684,   3.238, 266.042,  73.900, 55,0,47,  200
01:58:05:027,1130302252929,96.812963, 2500,   2.155, 654.287, 181.746,   0.425, 266.086,  73.913, 54,0,47,  200
01:58:05:123,1130540931127,96.908655, 2500,   3.475, 654.619, 181.839,   0.834, 266.165,  73.935, 54,0,47,  200
01:58:05:226,1130797456583,97.011503, 2500,   2.082, 654.833, 181.898,   0.446, 266.211,  73.948, 54,0,47,  200
01:58:05:325,1131046076873,97.111181, 2500,   7.336, 655.565, 182.101,   2.414, 266.452,  74.014, 54,0,47,  200
01:58:05:427,1131299025610,97.212595, 2500,   2.869, 655.856, 182.182,   0.402, 266.493,  74.026, 53,0,47,  200
01:58:05:523,1131538759243,97.308710, 2500,   2.839, 656.128, 182.258,   0.434, 266.534,  74.037, 54,0,47,  200
01:58:05:628,1131800303125,97.413570,  800,   1.463, 656.282, 182.300,   0.094, 266.544,  74.040, 53,0,47,  200
01:58:05:724,1132041458800,97.510256,  800,   1.364, 656.414, 182.337,   0.114, 266.555,  74.043, 53,0,47,  200
01:58:05:828,1132299138263,97.613566,  800,   1.381, 656.556, 182.377,   0.134, 266.569,  74.047, 53,0,47,  200
01:58:05:928,1132548561738,97.713566,  800,   1.263, 656.683, 182.412,   0.112, 266.581,  74.050, 53,0,47,  200
01:58:06:024,1132787739800,97.809459,  800,   0.965, 656.775, 182.438,   0.002, 266.581,  74.050, 53,0,47,  200
01:58:06:126,1133042112645,97.911444, 2500,   3.626, 657.145, 182.540,   0.898, 266.672,  74.076, 53,0,47,  200
01:58:06:223,1133286290887,98.009342, 2500,   2.123, 657.353, 182.598,   0.526, 266.724,  74.090, 54,0,47,  200
01:58:06:323,1133535642439,98.109313, 2500,  10.162, 658.369, 182.880,   3.965, 267.120,  74.200, 55,0,47,  200
01:58:06:424,1133787093876,98.210126, 2500,  13.155, 659.695, 183.249,   5.426, 267.667,  74.352, 56,0,47,  250
01:58:06:523,1134034490425,98.309314, 2500,   5.747, 660.265, 183.407,   1.616, 267.827,  74.396, 55,0,47,  200
01:58:06:623,1134283867223,98.409296, 2500,  10.960, 661.361, 183.711,   4.246, 268.252,  74.514, 55,0,47,  200
01:58:06:723,1134533504485,98.509382, 2500,   5.732, 661.934, 183.871,   1.945, 268.447,  74.568, 56,0,47,  200
01:58:06:823,1134781359092,98.608754, 3000,   8.487, 662.778, 184.105,   3.769, 268.821,  74.673, 56,0,47,  200
01:58:06:923,1135032157517,98.709305, 2500,   9.200, 663.703, 184.362,   3.717, 269.195,  74.776, 55,0,47,  200
01:58:07:023,1135281646850,98.809332, 2500,   6.227, 664.326, 184.535,   2.058, 269.401,  74.834, 55,0,47,  200
01:58:07:127,1135540656300,98.913176,  800,   5.064, 664.851, 184.681,   1.956, 269.604,  74.890, 54,0,47,  200
01:58:07:223,1135779890422,99.009091, 2800,   2.352, 665.077, 184.744,   0.352, 269.638,  74.899, 54,0,47,  200
01:58:07:326,1136036889779,99.112129, 2500,   1.328, 665.214, 184.782,   0.169, 269.655,  74.904, 54,0,47,  200
01:58:07:426,1136284897400,99.211561,  800,   1.733, 665.386, 184.830,   0.151, 269.670,  74.908, 53,0,47,  200
01:58:07:526,1136535750313,99.312135,  800,   0.979, 665.485, 184.857,   0.010, 269.671,  74.909, 52,0,47,  200
01:58:07:628,1136788649400,99.413529,  800,   1.309, 665.617, 184.894,   0.076, 269.679,  74.911, 53,0,47,  200
01:58:07:723,1137027722147,99.509379, 2500,   7.769, 666.362, 185.101,   4.077, 270.070,  75.019, 55,0,47,  200
01:58:07:824,1137277830463,99.609654,  800,   7.579, 667.122, 185.312,   2.816, 270.352,  75.098, 54,0,47,  200
01:58:07:925,1137530425275,99.710926,  800,   2.328, 667.358, 185.377,   0.594, 270.412,  75.114, 54,0,47,  200
01:58:08:025,1137780102116,99.811028, 3000,   9.137, 668.272, 185.631,   3.832, 270.796,  75.221, 56,0,47,  200
01:58:08:124,1138027265966,99.910123, 2500,  12.357, 669.497, 185.971,   5.229, 271.314,  75.365, 55,0,47,  200
01:58:08:224,1138277301707,100.010369, 2500,  10.839, 670.584, 186.273,   4.907, 271.806,  75.502, 56,0,47,  200
01:58:08:325,1138529155009,100.111343, 2500,   8.880, 671.480, 186.522,   3.559, 272.165,  75.601, 55,0,47,  200
01:58:08:423,1138773579411,100.209339, 2500,   9.441, 672.405, 186.779,   3.775, 272.535,  75.704, 56,0,47,  200
01:58:08:524,1139024059711,100.309763, 2500,  10.843, 673.494, 187.082,   4.268, 272.964,  75.823, 56,0,47,  250
01:58:08:624,1139273006717,100.409573, 2500,   8.230, 674.316, 187.310,   3.191, 273.282,  75.912, 55,0,47,  200
01:58:08:723,1139521798590,100.509320, 2500,   6.894, 675.003, 187.501,   2.842, 273.566,  75.990, 57,0,47,  200
01:58:08:823,1139769735738,100.608724,  800,   4.811, 675.482, 187.634,   1.387, 273.704,  76.029, 53,0,47,  200
01:58:08:924,1140021326830,100.709594, 2500,   4.453, 675.931, 187.759,   1.356, 273.840,  76.067, 55,0,47,  200
01:58:09:024,1140270457438,100.809477,  800,   2.034, 676.134, 187.815,   0.288, 273.869,  76.075, 54,0,47,  200
01:58:09:124,1140519690025,100.909401,  800,   5.196, 676.653, 187.959,   1.675, 274.037,  76.121, 55,0,47,  200
01:58:09:223,1140767298860,101.008674, 3100,  20.118, 678.650, 188.514,  12.695, 275.297,  76.471, 57,0,47,  250
01:58:09:323,1141018433011,101.109360, 2500,   5.906, 679.245, 188.679,   0.998, 275.397,  76.499, 55,0,47,  250
01:58:09:423,1141267158916,101.209081, 2800,  16.391, 680.879, 189.133,  10.027, 276.397,  76.777, 59,0,47,  200
01:58:09:525,1141520212853,101.310537, 3100,  17.257, 682.630, 189.620,   9.651, 277.376,  77.049, 56,0,47,  250
01:58:09:626,1141773185207,101.411960, 2500,  14.113, 684.062, 190.017,   6.578, 278.043,  77.234, 58,0,47,  250
01:58:09:726,1142022662763,101.511982, 2500,  10.659, 685.128, 190.313,   4.284, 278.472,  77.353, 57,0,47,  200
01:58:09:824,1142267142443,101.610000, 2500,   5.853, 685.701, 190.473,   1.623, 278.631,  77.397, 56,0,47,  200
01:58:09:927,1142523630238,101.712833,  800,   3.639, 686.076, 190.577,   0.544, 278.687,  77.413, 55,0,47,  200
01:58:10:025,1142769426937,101.811379, 2500,   2.924, 686.364, 190.657,   0.339, 278.720,  77.422, 55,0,47,  200
01:58:10:127,1143022584975,101.912877,  800,   3.861, 686.756, 190.765,   0.972, 278.819,  77.450, 54,0,47,  200
01:58:10:227,1143271102667,102.012514, 2500,   4.665, 687.220, 190.895,   1.598, 278.978,  77.494, 55,0,47,  200
01:58:10:327,1143520962463,102.112689,  800,   1.131, 687.334, 190.926,   0.013, 278.979,  77.494, 55,0,47,  200
01:58:10:428,1143772433250,102.213511,  800,   1.451, 687.480, 190.967,   0.144, 278.994,  77.498, 53,0,47,  200
01:58:10:523,1144011460623,102.309343, 2500,   6.189, 688.073, 191.131,   2.043, 279.190,  77.553, 55,0,47,  200
01:58:10:624,1144261742763,102.409688, 2500,   8.415, 688.918, 191.366,   3.091, 279.500,  77.639, 57,0,47,  200
01:58:10:726,1144516782665,102.511940, 2500,   8.501, 689.787, 191.607,   3.032, 279.810,  77.725, 56,0,47,  200
01:58:10:824,1144761349701,102.609993, 2500,   6.656, 690.440, 191.789,   2.111, 280.017,  77.782, 56,0,47,  200
01:58:10:924,1145010321563,102.709812,  800,   4.744, 690.913, 191.920,   1.310, 280.148,  77.819, 55,0,47,  200
01:58:11:024,1145258894838,102.809472,  800,   1.421, 691.055, 191.960,   0.111, 280.159,  77.822, 54,0,47,  200
01:58:11:125,1145513054155,102.911371, 2500,   6.995, 691.768, 192.158,   2.320, 280.395,  77.888, 55,0,47,  200
01:58:11:227,1145767472229,103.013374, 2500,   8.414, 692.626, 192.396,   2.846, 280.685,  77.968, 56,0,47,  200
01:58:11:325,1146011938789,103.111387, 2500,   9.954, 693.601, 192.667,   3.784, 281.056,  78.071, 56,0,47,  200
01:58:11:427,1146266341091,103.213384, 2500,   5.681, 694.181, 192.828,   1.816, 281.242,  78.123, 55,0,47,  200
01:58:11:524,1146505951629,103.309450, 2500,   5.820, 694.740, 192.983,   1.867, 281.421,  78.172, 54,0,47,  200
01:58:11:624,1146757038517,103.410117, 2500,   8.982, 695.644, 193.234,   3.347, 281.758,  78.266, 56,0,47,  200
01:58:11:723,1147003810488,103.509054,  800,   3.525, 695.993, 193.331,   0.829, 281.840,  78.289, 54,0,47,  200
01:58:11:824,1147255304751,103.609885, 3000,   6.562, 696.654, 193.515,   2.620, 282.104,  78.362, 54,0,47,  200
01:58:11:926,1147508562332,103.711423, 2500,  10.222, 697.692, 193.803,   3.289, 282.438,  78.455, 55,0,47,  350
01:58:12:026,1147758630409,103.811682, 2900,  10.344, 698.729, 194.092,   2.860, 282.725,  78.535, 56,0,47,  500
01:58:12:127,1148011978592,103.913256, 2500,  11.150, 699.862, 194.406,   3.688, 283.099,  78.639, 54,0,47,  550
01:58:12:226,1148256931147,104.011463, 2500,   5.830, 700.435, 194.565,   2.049, 283.301,  78.695, 55,0,47,  550
01:58:12:323,1148500959279,104.109301, 2500,   8.065, 701.224, 194.784,   2.817, 283.576,  78.771, 55,0,47,  450
01:58:12:423,1148750525127,104.209358, 2500,   7.974, 702.021, 195.006,   3.370, 283.914,  78.865, 56,0,47,  450
01:58:12:523,1148998613417,104.308823, 3100,  15.532, 703.566, 195.435,   9.560, 284.864,  79.129, 60,0,47,  350
01:58:12:623,1149247845910,104.408747, 3000,  19.464, 705.511, 195.975,  11.275, 285.991,  79.442, 59,0,47,  250
01:58:12:725,1149503751519,104.511346, 2900,  15.099, 707.060, 196.406,   8.354, 286.848,  79.680, 57,0,47,  200
01:58:12:826,1149755129641,104.612130, 2700,  12.629, 708.333, 196.759,   5.540, 287.407,  79.835, 56,0,47,  250
01:58:12:925,1150000921869,104.710675, 3300,  15.726, 709.883, 197.190,   7.646, 288.160,  80.044, 56,0,47,  400
01:58:13:026,1150254171786,104.812209, 2900,  20.265, 711.940, 197.761,  12.212, 289.400,  80.389, 59,0,47,  300
01:58:13:123,1150494908683,104.908727, 3000,  21.636, 714.029, 198.341,  13.758, 290.728,  80.758, 60,0,47,  250
01:58:13:227,1150754666174,105.012871, 2500,   6.528, 714.708, 198.530,   3.439, 291.086,  80.857, 57,0,47,  200
01:58:13:323,1150995320008,105.109355, 2500,   7.596, 715.441, 198.734,   3.146, 291.390,  80.942, 56,0,47,  200
01:58:13:424,1151245594200,105.209697, 2500,   8.030, 716.247, 198.958,   2.122, 291.602,  81.001, 55,0,47,  300
01:58:13:526,1151500453919,105.311877, 2500,   4.529, 716.710, 199.086,   0.883, 291.693,  81.026, 55,0,47,  250
01:58:13:626,1151748758638,105.411429, 2500,   2.787, 716.987, 199.163,   0.438, 291.736,  81.038, 54,0,47,  200
01:58:13:724,1151993587250,105.509587,  800,   6.593, 717.635, 199.343,   1.417, 291.875,  81.077, 56,0,47,  250
01:58:13:823,1152242119512,105.609230, 2500,   7.009, 718.333, 199.537,   2.151, 292.090,  81.136, 55,0,47,  300
01:58:13:924,1152493760759,105.710119, 2500,   4.656, 718.803, 199.667,   1.421, 292.233,  81.176, 55,0,47,  250
01:58:14:023,1152741172469,105.809313, 2800,  13.840, 720.176, 200.049,   6.847, 292.912,  81.365, 57,0,47,  200
01:58:14:126,1152996347957,105.911619, 2800,  14.164, 721.625, 200.451,   6.764, 293.604,  81.557, 56,0,47,  250
01:58:14:224,1153240230377,106.009399, 2500,   8.635, 722.469, 200.686,   2.845, 293.882,  81.634, 58,0,47,  250
01:58:14:323,1153487867321,106.108683, 2500,  10.765, 723.538, 200.983,   4.924, 294.371,  81.770, 56,0,47,  200
01:58:14:423,1153736770391,106.208475, 2500,   8.900, 724.426, 201.229,   3.434, 294.714,  81.865, 56,0,47,  200
01:58:14:523,1153986169188,106.308465, 2500,   5.606, 724.986, 201.385,   1.611, 294.875,  81.910, 55,0,47,  200
01:58:14:625,1154242732439,106.411328, 2500,   9.493, 725.963, 201.656,   3.676, 295.253,  82.015, 57,0,47,  200
01:58:14:723,1154487144209,106.509319, 2500,   9.805, 726.924, 201.923,   3.565, 295.603,  82.112, 57,0,47,  200
01:58:14:823,1154735517907,106.608899, 2500,   8.439, 727.764, 202.157,   2.911, 295.893,  82.192, 56,0,47,  200
01:58:14:928,1154996601038,106.713573,  800,   1.757, 727.948, 202.208,   0.247, 295.918,  82.200, 55,0,47,  200
01:58:15:023,1155235436365,106.809329, 2500,   4.297, 728.359, 202.322,   1.359, 296.049,  82.236, 56,0,47,  200
01:58:15:123,1155484837690,106.909320, 2500,  12.776, 729.637, 202.677,   5.389, 296.587,  82.385, 57,0,47,  200
01:58:15:226,1155740128435,107.011673, 2500,   8.611, 730.518, 202.922,   2.910, 296.885,  82.468, 56,0,47,  200
01:58:15:324,1155984637654,107.109703, 2500,  10.090, 731.507, 203.196,   4.470, 297.323,  82.590, 56,0,47,  200
01:58:15:423,1156233221042,107.209367, 2500,   2.701, 731.777, 203.271,   0.364, 297.360,  82.600, 55,0,47,  200
01:58:15:523,1156482541847,107.309326, 2500,   2.765, 732.053, 203.348,   0.355, 297.395,  82.610, 55,0,47,  200
01:58:15:626,1156737988850,107.411741,  800,   1.344, 732.191, 203.386,   0.067, 297.402,  82.612, 55,0,47,  200
01:58:15:724,1156982759638,107.509876,  800,   5.114, 732.692, 203.526,   2.542, 297.652,  82.681, 54,0,47,  200
01:58:15:827,1157240747150,107.613310,  800,   1.922, 732.891, 203.581,   0.346, 297.687,  82.691, 55,0,47,  200
01:58:15:928,1157490707800,107.713526,  800,   1.192, 733.011, 203.614,   0.021, 297.690,  82.692, 55,0,47,  200
01:58:16:023,1157729649305,107.809324, 2500,   8.335, 733.809, 203.836,   3.001, 297.977,  82.771, 55,0,47,  200
01:58:16:123,1157979059267,107.909319, 2500,  14.115, 735.221, 204.228,   6.201, 298.597,  82.944, 57,0,47,  200
01:58:16:224,1158228844595,108.009465, 2500,   9.901, 736.212, 204.503,   4.058, 299.004,  83.057, 56,0,47,  200
01:58:16:328,1158488472000,108.113556,  800,   3.152, 736.540, 204.595,   0.780, 299.085,  83.079, 55,0,47,  200
01:58:16:428,1158737887350,108.213553,  800,   2.700, 736.810, 204.670,   0.327, 299.117,  83.088, 54,0,47,  200
01:58:16:523,1158976753717,108.309321, 2500,   4.299, 737.222, 204.784,   1.089, 299.222,  83.117, 55,0,47,  200
01:58:16:623,1159226239598,108.409346, 2500,   9.748, 738.197, 205.055,   4.565, 299.678,  83.244, 56,0,47,  200
01:58:16:723,1159475754583,108.509384, 2500,   5.582, 738.755, 205.210,   2.004, 299.879,  83.300, 56,0,47,  200
01:58:16:823,1159724938467,108.609288, 2600,   9.492, 739.704, 205.473,   3.879, 300.266,  83.407, 56,0,47,  200
01:58:16:924,1159975079600,108.709576, 2500,   9.057, 740.612, 205.726,   3.416, 300.609,  83.502, 55,0,47,  200
01:58:17:024,1160224114909,108.809421, 2500,   3.473, 740.959, 205.822,   0.742, 300.683,  83.523, 54,0,47,  200
01:58:17:123,1160471511351,108.908609, 2500,   6.032, 741.557, 205.988,   1.610, 300.843,  83.567, 55,0,47,  200
01:58:17:228,1160733246138,109.013545,  800,   9.015, 742.503, 206.251,   3.566, 301.217,  83.671, 57,0,47,  200
01:58:17:328,1160982639613,109.113533,  800,   1.156, 742.619, 206.283,   0.007, 301.218,  83.672, 54,0,47,  200
01:58:17:423,1161221594205,109.209336, 2500,   7.287, 743.317, 206.477,   2.614, 301.468,  83.741, 55,0,47,  200
01:58:17:524,1161471642125,109.309587, 2500,   9.927, 744.312, 206.753,   3.948, 301.864,  83.851, 56,0,47,  200
01:58:17:623,1161718454753,109.408541, 2500,  10.571, 745.358, 207.044,   4.058, 302.265,  83.963, 57,0,47,  200
01:58:17:723,1161969815165,109.509318, 2500,   6.400, 746.003, 207.223,   2.054, 302.472,  84.020, 56,0,47,  200
01:58:17:823,1162217342969,109.608558, 2500,  10.597, 747.055, 207.515,   3.860, 302.855,  84.127, 56,0,47,  200
01:58:17:923,1162466908664,109.708615, 2600,   6.450, 747.700, 207.694,   2.125, 303.068,  84.186, 55,0,47,  200
01:58:18:024,1162718299398,109.809405, 3300,   4.799, 748.184, 207.829,   1.120, 303.181,  84.217, 57,0,47,  250
01:58:18:125,1162970856697,109.910661, 2500,  11.415, 749.339, 208.150,   5.013, 303.689,  84.358, 56,0,47,  300
01:58:18:226,1163223072850,110.011781,  800,   2.851, 749.628, 208.230,   0.441, 303.733,  84.370, 54,0,47,  300
01:58:18:328,1163476953750,110.113569,  800,   1.199, 749.750, 208.264,   0.049, 303.738,  84.372, 54,0,47,  300
01:58:18:424,1163715972425,110.209398,  800,   9.531, 750.663, 208.518,   5.129, 304.230,  84.508, 56,0,47,  250
01:58:18:525,1163967961935,110.310427, 2500,   1.879, 750.853, 208.570,   0.321, 304.262,  84.517, 54,0,47,  250
01:58:18:627,1164223437475,110.412854,  800,   3.644, 751.226, 208.674,   0.865, 304.351,  84.542, 55,0,47,  200
01:58:18:726,1164470416150,110.511874,  800,   1.463, 751.371, 208.714,   0.118, 304.362,  84.545, 54,0,47,  200
01:58:18:823,1164711351465,110.608471, 2500,   7.954, 752.139, 208.928,   3.259, 304.677,  84.633, 55,0,47,  200
01:58:18:923,1164960857627,110.708505, 2500,  10.837, 753.224, 209.229,   4.799, 305.157,  84.766, 57,0,47,  200
01:58:19:026,1165217784136,110.811514, 2900,  15.608, 754.831, 209.675,   7.757, 305.956,  84.988, 58,0,47,  200
01:58:19:127,1165469978440,110.912625, 2500,  14.641, 756.312, 210.087,   7.243, 306.688,  85.191, 57,0,47,  250
01:58:19:226,1165718176924,111.012134, 2500,   5.084, 756.818, 210.227,   1.567, 306.844,  85.235, 55,0,47,  200
01:58:19:326,1165965906491,111.111456, 2500,   4.552, 757.270, 210.353,   1.428, 306.986,  85.274, 56,0,47,  200
01:58:19:426,1166215172825,111.211393,  800,   5.873, 757.857, 210.516,   2.210, 307.207,  85.335, 55,0,47,  200
01:58:19:525,1166464486522,111.311349, 3000,  13.459, 759.202, 210.889,   6.520, 307.859,  85.516, 58,0,47,  200
01:58:19:626,1166716075688,111.412218,  800,  11.308, 760.343, 211.206,   5.975, 308.462,  85.684, 56,0,47,  200
01:58:19:723,1166956098344,111.508449, 2500,   7.820, 761.095, 211.415,   3.393, 308.788,  85.774, 57,0,47,  200
01:58:19:828,1167218219538,111.613540,  800,   2.507, 761.359, 211.489,   0.645, 308.856,  85.793, 54,0,47,  200
01:58:19:927,1167465610638,111.712726,  800,   1.162, 761.474, 211.521,   0.014, 308.857,  85.794, 54,0,47,  200
01:58:20:023,1167704691645,111.808580, 2500,   2.083, 761.674, 211.576,   0.564, 308.911,  85.809, 54,0,47,  200
01:58:20:123,1167954207441,111.908617, 2500,  11.135, 762.787, 211.885,   4.933, 309.405,  85.946, 55,0,47,  250
01:58:20:223,1168203416229,112.008532, 2500,  12.032, 763.990, 212.219,   5.506, 309.955,  86.099, 57,0,47,  200
01:58:20:323,1168452728129,112.108487, 2500,   8.863, 764.875, 212.465,   3.733, 310.328,  86.202, 56,0,47,  200
01:58:20:423,1168702248701,112.208527, 2500,   8.897, 765.766, 212.713,   3.601, 310.688,  86.302, 58,0,47,  200
01:58:20:524,1168955883787,112.310216, 2500,   6.518, 766.428, 212.897,   2.466, 310.939,  86.372, 55,0,47,  200
01:58:20:623,1169200972683,112.408478, 3100,   6.163, 767.034, 213.065,   2.047, 311.140,  86.428, 56,0,47,  200
01:58:20:724,1169452955663,112.509505,  800,   6.149, 767.655, 213.238,   1.840, 311.326,  86.479, 55,0,47,  250
01:58:20:823,1169699996523,112.608550, 2500,   1.156, 767.770, 213.269,   0.021, 311.328,  86.480, 54,0,47,  250
01:58:20:923,1169951341029,112.709321, 2500,   7.885, 768.564, 213.490,   3.616, 311.693,  86.581, 57,0,47,  200
01:58:21:023,1170200729073,112.809307, 2500,   5.918, 769.156, 213.654,   2.007, 311.893,  86.637, 55,0,47,  200
01:58:21:125,1170453792082,112.910766, 2800,  13.808, 770.557, 214.044,   6.169, 312.519,  86.811, 58,0,47,  200
01:58:21:224,1170701141327,113.009935, 2500,  10.229, 771.571, 214.325,   3.991, 312.915,  86.921, 57,0,47,  200
01:58:21:326,1170955505263,113.111916,  800,   2.538, 771.830, 214.397,   0.217, 312.937,  86.927, 55,0,47,  200
01:58:21:424,1171200725616,113.210231, 3000,   6.224, 772.442, 214.567,   2.196, 313.153,  86.987, 56,0,47,  200
01:58:21:526,1171454742271,113.312073, 2500,   6.521, 773.106, 214.752,   1.827, 313.339,  87.039, 54,0,47,  200
01:58:21:623,1171697373775,113.409351, 2500,   6.729, 773.761, 214.934,   1.962, 313.530,  87.092, 55,0,47,  200
01:58:21:725,1171950388750,113.510791,  800,   7.300, 774.501, 215.139,   2.079, 313.741,  87.150, 55,0,47,  200
01:58:21:823,1172196083847,113.609297, 2500,   5.317, 775.025, 215.285,   2.493, 313.986,  87.218, 57,0,47,  200
01:58:21:923,1172444604924,113.708935, 2500,  10.846, 776.106, 215.585,   4.472, 314.432,  87.342, 56,0,47,  200
01:58:22:027,1172703007369,113.812536, 2500,   9.440, 777.084, 215.857,   3.343, 314.778,  87.438, 55,0,47,  250
01:58:22:123,1172943093315,113.908792, 2500,   7.854, 777.840, 216.067,   1.709, 314.943,  87.484, 55,0,47,  300
01:58:22:223,1173192434147,114.008760, 2500,   3.041, 778.144, 216.151,   0.462, 314.989,  87.497, 54,0,47,  250
01:58:22:328,1173453968525,114.113615,  800,   2.502, 778.406, 216.224,   0.272, 315.017,  87.505, 53,0,47,  200
01:58:22:423,1173691321395,114.208777, 2500,   4.469, 778.831, 216.342,   0.686, 315.083,  87.523, 54,0,47,  200
01:58:22:524,1173943423788,114.309851,  800,   1.236, 778.956, 216.377,   0.028, 315.086,  87.524, 55,0,47,  200
01:58:22:624,1174191764963,114.409417,  800,   2.377, 779.193, 216.442,   0.234, 315.109,  87.530, 54,0,47,  200
01:58:22:728,1174451487675,114.513547,  800,   3.762, 779.585, 216.551,   0.352, 315.146,  87.540, 54,0,47,  200
01:58:22:828,1174700878938,114.613535,  800,   1.173, 779.702, 216.584,   0.013, 315.147,  87.541, 54,0,47,  200
01:58:22:924,1174942245550,114.710305,  800,   1.172, 779.815, 216.615,   0.019, 315.149,  87.541, 54,0,47,  200
01:58:23:023,1175189223247,114.809325, 2500,   3.602, 780.172, 216.714,   1.053, 315.253,  87.570, 55,0,47,  200
01:58:23:123,1175438648073,114.909326, 2500,  11.759, 781.348, 217.041,   4.947, 315.748,  87.708, 56,0,47,  200
01:58:23:223,1175688068953,115.009325, 2500,   9.201, 782.268, 217.297,   3.467, 316.094,  87.804, 56,0,47,  200
01:58:23:326,1175944363550,115.112080,  800,   8.550, 783.147, 217.541,   2.652, 316.367,  87.880, 56,0,47,  200
01:58:23:425,1176189964475,115.210548,  800,   2.572, 783.400, 217.611,   0.111, 316.378,  87.883, 55,0,47,  250
01:58:23:526,1176441527863,115.311406,  800,   1.122, 783.513, 217.643,   0.019, 316.380,  87.883, 53,0,47,  250
01:58:23:626,1176691041307,115.411443, 2500,   7.258, 784.239, 217.844,   2.618, 316.642,  87.956, 55,0,47,  200
01:58:23:728,1176945687688,115.513537,  800,   3.763, 784.623, 217.951,   1.116, 316.756,  87.988, 55,0,47,  200
01:58:23:828,1177195194350,115.613571,  800,   1.189, 784.742, 217.984,   0.053, 316.761,  87.989, 53,0,47,  200
01:58:23:927,1177442826488,115.712853,  800,   1.072, 784.849, 218.013,   0.017, 316.763,  87.990, 53,0,47,  200
01:58:24:023,1177683346003,115.809284, 2500,   4.275, 785.261, 218.128,   1.390, 316.897,  88.027, 54,0,47,  200
